video_question,question_text,question_image,question_image_source,question_source_name,answer_text,answer_image,answer_image_source,answer_source_name,domain,topic,subtopic,audio_confirmed,active_card,note_id
TRUE,What is this?,"0050a.png, 0050b.png, 0050c.png",,,"This is a lipoma.
T1 and T2WI show a lesion that is homogeneously hyperintense.
T1WI post contrast fat-saturation shows signal loss and non enhancement giving confidence that this is a benign lipoma.",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,149
TRUE,What is this?,0051.png,https://radiopaedia.org/cases/lissencephaly-type-i,Frank Gaillard,"There are minimal number of gyri, and marked thickening of the cortex, consistent with lissencephaly.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,150
TRUE,The patient has port-wine stain face lesion and seizures. What is this?,0052a.png,,,"This is Sturge-Weber syndrome.
There is mild left parieto-occipital atrophy and leptomeningeal enhancement indicating pial angioma within the sulci. The left choroid plexus is also enlarged. ",0052b.png,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,151
TRUE,"What are these lesions?
What else should you always look for in the brain?","0053a.png, 0053b.png, 0053c.png, 0053d.png",,,"These are subependymal nodules which are characteristic of tuberous sclerosis complex.
They often calcify and enhance.
These subependymal nodules are benign, even though they enhance.
Always look out for enhancing lesions near the foramen of Monro, because they could be a subependymal giant cell astrocytoma (SEGA) and can cause ventricular obstruction.
No SEGA is visualized on these images.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,152
TRUE,What is this?,0054.png,,,This is an example of bilateral closed-lip Schizencephaly. Schizencephaly is bilateral about 50% of the time.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,153
FALSE,List a few examples of osseous abnormalities that can be associated with Chiari type 1 malformation?,,,,"Atlanto-occipital assimilation (where the C1 vertebra and the occipital condyles are fused).
Platybasia where the skull base is flattened and the skull base angle is greater than 143 degrees.
Basilar invagination.
Sprengel deformity, where the scapula is asymmetrically positioned higher than it should.
And Klippel-Feil syndrome, where there is abnormal congenital fusion of the cervical vertebra.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,154
FALSE,"If Chiari type 1 is suspected, what study should be performed next if there is concern for poor CSF flow through the foramen magnum?",,,,"An MR CSF flow dynamic study, can be performed to evaluate bidirectional flow of CSF, anterior and posterior to the foramen magnum.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,155
TRUE,What is this anatomic structure?,0055.png,,,"The fastigium (latin for ""summit"") forms the roof peak of the 4th ventricle.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,156
TRUE,What is this?,0056.png,,,"The cerebellum and 4th ventricle are normal.
There is CSF fluid extending below and posterior to the cerebellum displacing the torcula.
This is a retrovermian arachnoid cyst, which is a benign anatomic variant of no clinical significance.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,157
TRUE,What is this?,0057.png,,,"The fourth ventricle is enlarged.
However, the cerebellum appears fairly normal in size and morphology but is displaced dorsally.
The tegmentovermian angle is increased, however the fastigial recess angle is not obtuse, and is within normal limits.
There is CSF fluid inferior to the cerebellum.
These findings are likely due to a Blake’s pouch cyst, and can also present with hydrocephalus.
This is not a dandy-walker malformation.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,158
TRUE,What is this?,0058.png,,,This is Blake’s pouch cyst with hydrocephalus.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,159
TRUE,What is this?,0059.png,,,"This is a Dandy-Walker malformation.
The cerebellum is small and hypoplastic, and is abnormally rotated.
There is hydrocephalus and enlargement of the posterior fossa.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,160
TRUE,What is this?,"0060a.png, 0060b.png",,,"This is a retro-cerebellar arachnoid cyst.
This is not a Blake's pouch cyst, or a Dandy-Walker malformation.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,161
TRUE,What is this?,0061.png,,,"There is an absent septum pellucidum.
This is a rare anatomic anomaly and is sometimes associated with septo-optic dysplasia.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,162
FALSE,What are the main features of septo-optic dysplasia (also known as de Morsier syndrome)?,,,,"Congenital abnormality. Features consist of an absent septum pellucidum, Optic nerve tract hypoplasia, and Pituitary gland hypoplasia. Patients will often have hypothalamic-pituitary axis dysfunction and can often have an associated schizencephaly.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,163
FALSE,What are the four types of holoprosencephaly?,,,,"Holoprosencephaly is classically divided into alobar (which is the most severe type), semilobar, lobar, and middle interhemispheric variant (also called syntelencephaly).
Alobar holoprosencephaly is characterized by complete failure of hemispheric separation, resulting in a single mono-ventricle, an absent falx, fused thalami, and severe midline facial anomalies, most commonly hypo-telorism.
Semilobar holoprosencephaly demonstrates partial posterior hemispheric separation with persistent anterior, or frontal fusion, an incompletely formed falx, incomplete ventricular separation, and an absent or severely hypoplastic corpus callosum.
Lobar holoprosencephaly shows near-complete hemispheric separation with a present but often anteriorly hypoplastic falx, variable callosal abnormalities (commonly partial agenesis), and relatively well-formed lateral ventricles.
The middle interhemispheric variant is defined by failed separation of the posterior frontal and parietal lobes, with preserved separation of the forebrain and occipital lobes.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,164
FALSE,What are the most common causes contributing to holoprosencephaly?,,,,"Maternal factors including diabetes, alcohol exposure, and retinoic acid exposure all can can contribute to holoprosencephaly.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,165
TRUE,What type of holoprosencephaly is this?,0062.png,,,"There is agenesis of the corpus callosum, partial fusion of the thalamus, and the frontal lobes are not completely separated.
This is consistent with semilobar holoprosencephaly.


",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,166
TRUE,What type of holoprosencephaly is this?,"0063a.png, 0063b.png",,,Lobar holoprosencephaly.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,167
TRUE,What type of holoprosencephaly is this?,0064.png,,,Alobar holoprosencephaly.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,168
TRUE,What is this?,0065.png,,,"Polymicrogyria.
The most common location for polymicrogyria to occur is depicted here, in the perisylvian region.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,169
TRUE,What is this?,0066.png,,,Lissencephaly with agyria.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,170
TRUE,What is the difference between agyria and pachygyria?,0067.png,,,"Agyria contains no gyri, while pachygyria has thick broad gyri.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,171
TRUE,"There is T2/FLAIR hyperintensity in the right subcortical parietal lobe.
The patient is having seizures. Glioma can certainly have this appearance.
However given there is a history of seizures, what congenital abnormality can cause this?",0068.png,,,"This is focal cortical dysplasia.
Which is a malformation of cortical development caused by abnormal neuronal proliferation, migration, or organization, and is a common cause of drug-resistant focal epilepsy.
Because these lesions cannot be differentiated between a possible glioma, they should be monitored for many years to ensure stability.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,172
TRUE,What is this?,0069.png,,,"Thickening and T2 signal hyperintensity of the cerebellum with a characteristic striated appearance.
This is consistent with a dysplastic cerebellar gangliocytoma (also known as Lhermitte-Duclos disease).
This is a hamartomatous disease.
There is an association with COWDEN syndrome, which includes breast hamartomas, thyroid nodules, and uterine leiomyomas.
",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,173
FALSE,How are meningoceles and myelomeningoceles differentiated?,,,,The myelomeningocele includes spinal cord and components while a meningocele only contains CSF fluid.,0071.png,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,174
FALSE,What is it called when there is an epidermal skin layer along the tract of a myelomeningocele?,0072.png,,,"This is called a dorsal dermal sinus.
These have high infection risk and can cause meningitis, or abscesses.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,175
TRUE,What is this?,0073.png,,,"Diastematomyelia type 1, which is a type of split cord malformation.
There is a duplicated dural sac, with a midline rigid osseous or cartilaginous spur.
These patients are usually symptomatic.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,176
TRUE,What is this?,0074.png,,,Diastematomyelia type 2. There is a single dural sac.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,177
TRUE,What are these arrows indicating?,0075.png,,,"This patient has a chiari malformation and subsequent syringomyelia in the lower cervical cord and upper thoracic cord.
There is also syringobulbia within the brain stem.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,178
TRUE,What are these benign cystic lesions in the cerebellum?,0076.png,,,Axial T2 MR shows bilateral clusters of tiny hyperintense foci in the dentate nuclei due to enlarged perivascular spaces.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,179
TRUE,"This is a child less than 3 years old with a posterior fossa mass with components of hemorrhage, heterogeneous enhancement, and diffusion restriction.
What is this lesion?",0077.png,,,"This could be an atypical teratoid rhabdoid tumor (AT/RT).
",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,180
TRUE,What is this lesion?,0078.png,,,This is a benign lipoma in the cerebellar pontine angle.,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,181
FALSE,Is tuberous sclerosis more common in males or females?,,,,There is equal distribution between men and women in tuberous sclerosis.,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,182
FALSE,Is subependymal heterotopia more common in males or females?,,,,Subependymal heterotopia is much more common in females due to X-linked subependymal heterotopia being the common cause.,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,183
TRUE,"This is a 6 year old patient with multiple cafe-au-lait spots.
What could this be?","0079a.png, 0079b.png, 0079c.png",,,"Neurofibromatosis type 1.
There is an enlarged right optic nerve, suggestive of an optic glioma.
There are multiple T2/FLAIR hyperintensities, which are transient and are common in young children and will eventually disappear by their teenage years.
These foci of abnormal signal intensity ""do not"" represent demyelination.",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,184
TRUE,"There are bilateral enhancing lesions in the cerebellar pontine angles, which are favored to represent schwannomas.
What underlying condition does this patient likely have?",0080.png,,,Neurofibromatosis type 2.,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,185
TRUE,What is this scalp lesion?,0081.png,,,"This is a benign lipoma.
The lesion is fat density.
",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,186
FALSE,"How often should patients with von Hippel-Lindau be screened with MRI for hemangioblastomas?
 ",,,,"Starting at 10 years old, and follow-up screening with MR every 2 years. ",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,187
FALSE,What type of renal cell carcinoma is specifically associated with von Hippel-Lindau disease?,,,,Clear cell renal carcinoma,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,188
TRUE,Is this closed or open lip Schizencephaly?,0082.png,,,"This is closed lip Schizencephaly.
There is a gray-matter–lined cleft extending towards the ependyma,  but does not communicate with the ventricle.
This is the defining feature separating it form open-lip Schizencephaly.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,189
TRUE,"What is the other term for Sturge-Weber syndrome?
What is the cause behind this abnormality?
What can happen to the eyes?",,,,"Sturge-Weber syndrome is also called encephalotrigeminal angiomatosis.
This disease is due to congenital failure of the cortical veins to develop.
Choroidal angiomas and glaucoma can affect the eyes. ",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,190
FALSE,What inner ear tumor is associated with Von-Hippel Lindau disease?,,,,Endolymphatic sac tumors,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,191
TRUE,"What is this ventricular abnormality called?
What other abnormality is associated with it?",0083.png,https://radiopaedia.org/cases/agenesis-of-the-corpus-callosum,Sajoscha A. Sorrentino,"This is colpocephaly, which describes enlargement of the occipital horns of the lateral ventricles.
This is often associated with agenesis of the corpus callosum. ",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,192
FALSE,"What abnormality is a large massa intermedia and ""beaked"" tectum associated with?",,,,Chiari type 2 malformation.,,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,193
FALSE,"If a new chiari type 1 malformation is discovered should an MR of the cervical spine, or the entire spine be performed next?",,,,"The entire spine should be evaluated, not just the cervical spine.
Syringomyelia can still occur in the thoracic or lumbar spine, although less commonly compared to the cervical spine.
Also a tethered cord or spinal dysraphism must be evaluated.",,,,Neuroradiology,Brain,congenital brain malformation,TRUE,TRUE,194
TRUE,What is this?,"0084a.png, 0084b.png, 0084c.png",,,Subependymal heterotopia,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,195
FALSE,What can facial angiofibromas which are small reddish bumps on the nose and cheeks be associated with?,,,,Tuberous sclerosis complex,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,196
TRUE,"This patient has multiple small reddish bumps on the nose and cheeks.
What could this be?",0085.png,,,Calcified subependymal nodules seen in tuberous sclerosis complex,,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,197
TRUE,"This a 15 year old patient.
What are these lesions and what disease are they associated with?","0086a.png, 0086b.png",,,"These are plexiform neurofibromas at multiple spinal levels bilaterally.
This is from neurofibromatosis type 1.",,,,Neuroradiology,Brain,brain neoplasms,TRUE,TRUE,198
FALSE,"In tuberous sclerosis, ""where"" are subependymal giant cell astrocytomas most likely to be located?
",,,,In the region of the foramen of Monroe.,,,,Neuroradiology,Brain,brain neoplasms,,TRUE,199
FALSE,"What skin lesions are associated with tuberous sclerosis?
What are some other kidney, heart, and lung associated lesions?
",,,,"facial angiofibromas and ash-leaf spots are associated with tuberous sclerosis.
In the kidneys, angiomyolipomas, in the lungs lymphangioleiomyomatosis (LAM), and in the heart, rhabdomyomas.",,,,Neuroradiology,Brain,brain neoplasms,,TRUE,200
TRUE,"This is a 16 year old with a history of seizures.
What is the likely cause?","0087a.png, 0087b.png",,,"Multiple small, irregular gyri with thickened cortex and indistinct gray-white junction seen in this case are characteristic of pachygyria polymicrogyria.
This condition also has a predilection for the perisylvian region, as demonstrated in this case.",,,,Neuroradiology,Brain,brain neoplasms,,TRUE,201
TRUE,"This is a 15 year old with a history of seizures.
What is this?","0088a.png, 0088b.png, 0088c.png",,,"There is a solid and enhancing soft tissue mass just left of the midline adjacent to the septum pellucidum in the region of the left foramen of Monroe.
There is an additional adjacent subependymal calcification.
This mass is obstructing the left foramen of Monroe resulting in left lateral ventricle hydrocephalus.
These findings are suggestive of a subependymal giant cell astrocytoma (SEGA), and must be resected.",,,,Neuroradiology,Brain,brain neoplasms,,TRUE,202
TRUE,What does the orientation or morphology of these lateral ventricles indicate?,0089.png,,,"Agenesis of the corpus callosum.


",,,,Neuroradiology,Brain,congenital brain malformation,,TRUE,203
TRUE,Are these intracranial signal changes associated with neurofibromatosis type 1 or type 2?,0090.png,,,"There are multiple foci of abnormal signal intensities (shortened as FASI), sometimes even in the region of the basal ganglia.
These signal changes are characteristic in neurofibromatosis type 1 and not seen in neurofibromatosis type 2.
These FASI lesions peak around 10 years old and then start to regress.",,,,Neuroradiology,Brain,brain neoplasms,,TRUE,204
TRUE,"This patient has a history of neurofibromatosis type 1.
What is this arrow indicating?",0091.png,,,Dural ectasia which is seen in NF1.,,,,Neuroradiology,Brain,brain neoplasms,,TRUE,205
FALSE,"What does the term ""acquired"" Chiari type 1 malformation mean?",,,,"Acquired chiari type 1 malformation is a term used to describe how the low lying cerebellar tonsils are secondary to intracranial hypotension, or mass effect from a posterior fossa brain mass. ",,,,Neuroradiology,Brain,brain neoplasms,,TRUE,206
TRUE,"This patient has a chiari type 2 malformation.
Describe the findings as indicated by the arrows in the image.",0092.png,,,"Sagittal T1WI of the brain show an abnormal corpus callosum, a beaked tectum, a small posterior fossa with caudal displacement of brainstem, an elongated 4th ventricle with no fastigium, and inferior displacement of the cerebellar tonsils.",,,,Neuroradiology,Brain,congenital brain malformation,,TRUE,207
TRUE,"This is a 2 year old female with neurofibromatosis type 1.
What lesion is this?",0093.png,,,This is an optic nerve glioma.,,,,Neuroradiology,Brain,brain neoplasms,,TRUE,208
FALSE,What are benign intracranial lipomas associated with?,,,,"More than half of intracranial lipomas are associated with other CNS anomalies, with malformations of the corpus callosum being the most common.",,,,Neuroradiology,Brain,brain neoplasms,,TRUE,209
TRUE,What is this?,0094.png,Neuroradiology: The Requisites (4th Edition). Chapter 16. Figure 16-6.,,"The STIR sequences demonstrate multiple foci of fluid signal within the cervical and upper thoracic spinal cord.
These lesions do not involve the full cross-sectional area of the cord and are peripherally located.
The lesions involve both the gray and white matter boundaries.
These findings are typical with multiple sclerosis.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,210
TRUE,What is this?,0095.png,"Neuroradiology: The Requisites (4th Edition). Chapter 16. Figure 16-8.
",,"Axial T2WI of the spinal cord shows, hyperintensity in the dorsal columns which are consistent with subacute combined degeneration seen in vitamin B12 and folate deficiencies. Copper deficiency can also cause this appearance.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,211
FALSE,"What is transverse myelitis?
What is the goal of MRI in cases of suspected transverse myelitis?",,,,"Transverse myelitis is a clinical syndrome of acute to subacute spinal cord dysfunction causing bilateral neurologic deficits that may involve the motor, sensory, and/or autonomic pathways, often with a definable sensory level.
The cause maybe idiopathic, or secondary to a demyelinating, autoimmune, granulomatous, paraneoplastic, or post-infectious processes.
MRI is expected to show cord signal abnormality and is essential to exclude compressive, vascular, or alternative causes, and to support an inflammatory etiology.
In some cases, an early MRI may appear normal in the first 24 hours.
In these cases CSF inflammatory markers may support the diagnosis if the initial MR is negative.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,212
FALSE,What type of neurologic symptoms would not be consistent with transverse myelitis?,,,,"Symptoms that are not consistent with transverse myelitis include: sensory or motor deficits that are purely unilateral and do not involve the contralateral side, stocking–glove type sensory loss, cases of areflexia without upper motor neuron signs, and fluctuating or fatigable weakness (as seen in myasthenia gravis).
Transverse myelitis also includes a clear timeframe.
If the symptoms have resolved within 4 hours or have persisted for over 21 days, then these are favored to be from other etiologies.
Acute transverse myelitis must include neurologic deficits which are bilateral, but do not have to be symmetric, and typically have a defined sensory level.
Urinary urgency, inability to void, or bowel or bladder incontinence are included as possible symptoms of transverse myelitis.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,213
FALSE,What type of cancers are most commonly associated with transverse myelitis secondary to a paraneoplastic process?,,,,Breast and small cell lung cancers.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,214
FALSE,Should transverse myelitis lesions be biopsied?,,,,No! Transverse myelitis lesions do not require biopsy.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,215
FALSE,MR findings of transverse myelitis are non-specific but contain what general features?,,,,"Spinal cord lesions typically have ill-defined margins and extend longitudinally for 3 to 4 vertebral segments and include more than two thirds of the spinal cord cross-sectional area.
Enhancement is variable, and is sometimes absent.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,216
FALSE,"A patient presents to the ED and is having acute to subacute bilateral neurologic deficits localizing to a spinal cord level.
Before the MRI is performed what is the correct term to describe this patients syndromic condition?
When is the term acute transverse myelitis used?",,,,"The patient is presenting with acute to subacute bilateral neurologic deficits localizing to a specific spinal cord level.
Before an MRI is performed, these symptoms are classified as acute myelopathy.
Once an MRI is performed to exclude compression, tumor, hemorrhage, or a vascular cause and there is intramedullary spinal cord inflammatory signal, then the term ""acute transverse myelitis"" can be used.
Acute transverse myelitis (ATM) describes a clinical syndrome and is not the final diagnosis.
If the spinal cord lesions are specific for MS, then the term MS-associated myelitis is used and the term ATM is dropped.
If the initial MRI raises concern for ATM then a secondary cause is explored (such as neuromyelitis optica, MOGAD, sarcoid, paraneoplastic, autoimmune, or post-infectious) before a final diagnosis of idiopathic ATM is made.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,217
FALSE,"A patient presents with symptoms of bilateral, asymmetric, neurologic deficits localizing to a spinal cord level. An initial MRI is performed. What features are used to differentiate acute transverse myelitis from multiple sclerosis lesions?",,,,"When trying to distinguish between ATM and the spinal cord lesions of MS, evaluation of the longitudinal and cross-sectional extent of the lesion is crucial. In most cases, the spinal cord lesions of MS are smaller with shorter longitudinal segments involving one or two vertebral segments and are more peripherally located in the cord. While, ATM lesions occupy more than two thirds of the cord cross-sectional area and extend three or more vertebral segments longitudinally.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,218
FALSE,In MR spine imaging are ATM lesions or tumors typically associated with syrinx formation?,,,,"ATM lesions do not typically form syrinx, while spinal cord tumors can cause a syrinx.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,219
FALSE,"In MR spine imaging, how can diffuse tensor imaging help in evaluating patients with suspected acute transverse myelitis?",,,,"T2 hyperintense spinal cord lesions have corresponding decreased fractional
anisotropy in ATM lesions and can have areas of decreased fractional anisotropy without and associated T2 hyperintensity and appear otherwise normal. Indicating there may be areas of the spinal cord can only be detected with diffuse tensor imaging.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,220
FALSE,What part of the spinal cord is most commonly affected in acute transverse myelitis?,,,,The thoracic cord is the most commonly affected region in ATM.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,221
FALSE,In spine imaging. How often is spinal cord expansion and focal peripheral cord enhancement seen in acute transverse myelitis?,,,,"Spinal cord expansion and focal, peripheral cord enhancement is seen in about 50% of cases of acute transverse myelitis. These findings are less common than the T2 hyperintensity involving two thirds of the spinal cord cross-sectional area (90%) and extension over a length of three to four or more vertebral segments (60%).",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,222
FALSE,"In spine imaging, what is longitudinally extensive transverse myelitis (LETM)?",,,,"Longitudinally extensive transverse myelitis (LETM), is a term used in MR spine imaging where there is abnormal T2 signal traversing at least three vertebral body segments in length, this is description is non-specific but essentially excludes MS-associated myelitis.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,223
FALSE,What is the other name for Devic’s syndrome?,,,,"Neuromyelitis Optica Spectrum Disorder, which is a severe demyelinating disease that primarily involves the optic nerves and spinal cord.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,224
FALSE,In cases of Neuromyelitis Optica Spectrum Disorder what is the typical gender and age of onset?,,,,"Neuromyelitis Optica Spectrum Disorder more commonly affects women, and has a peak incidence around 35 - 40 years of age.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,225
FALSE,What CSF auto-antibody is used to diagnose Neuromyelitis Optica Spectrum Disorder?,,,,The AQP4 anti-body. Auto-antibody to the aquaporin-4.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,226
TRUE,Is this spinal lesions more compatible with MS-associated myelitis or acute transverse myelitis?,"0096a.png, 0096b.png
","Imaging of the Spine: Expert Consult, Chapter 21, Figure 21-2. ",,"This spinal lesions demonstrates abnormal signal intensity and enhancement spanning 3 vertebral segments and the full cross-sectional area of the spinal cord. These findings are compatible with ATM and are not consistent with MS-associated myelitis which are much shorter, smaller, and often multiple.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,227
FALSE,If a patient has an MR of the spine and shows abnormal signal changes spanning 1 - 2 vertebral segments. Before considering MS-associated myelitis what clinical history must be considered?,,,,In cases of resolving longitudinally extensive transverse myelitis the lesions will shrink. The clinical history and onset of symptoms to when the MR is performed is crucial in distinguishing an acute transverse myelitis that is resolving from an MS-associated myelitis.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,228
FALSE,"In cases where there are optic nerve and spinal cord T2 hyperintensity lesions, does the presence or absence of subcortical white matter
lesions in the brain change the diagnosis of neuromyelitis optica and multiple sclerosis. ",,,,"Although optic nerve, spinal cord and brain white matter lesions are more common in multiple sclerosis their presences in the brain does not eliminate the possibility of neuromyelitis optica. However, if there are only optic nerve and spinal cord lesions, and no brain lesions, the likelihood of neuromyelitis optica is very high compared to multiple sclerosis.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,229
TRUE,50 year old male with lower extremity weakness. What is this?,0097.png,"Imaging of the Spine: Expert Consult, Chapter 21",,"There is diffuse enhancement of the lumbar nerve roots preferentially involving the ventral roots, which is consistent with Guillain-Barré syndrome.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,230
TRUE,Based on this single MR sagittal STIR of a 25 year old female what is the most likely demyelinating disease?,0098.png,"Diagnostic Imaging: Spine (4th Edition), page 637.",,"There are STIR signal within the cord spanning from C6 and C7 and in the upper thoracic
cord. These findings are suggestive of MS, given the short segment of involvement and multiplicity of lesions.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,231
TRUE,"This patient has a history of cancer and prior radiation therapy presents with bilateral upextremity weakness and sensory loss along a C5 - C7 distribution. Based on the single sagittal T2-fat suppressed, what is the likely cause of their myelitis?",0099.png,"Diagnostic Imaging: Spine (4th Edition), page 637.",,The is MR demonstrates multiple bone metastases and prior radiation changes. There is diffuse increased signal changes in the spinal cord. The primary considerations would be radiation myelopathy or  paraneoplastic myelopathy.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,232
FALSE,What part of the spinal cord is most commonly affected in MS-associated myelitis?,,,,The cervical spinal cord and the dorsolateral aspects. The lesions are less than 2 vertebral segments longitudinally and less than half of the axial cross section of the cord.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,233
FALSE,"In patients with active MS myelitis, how long can abnormal spinal cord lesion enhancement last?",,,,"In MS-associated myelitis, lesional enhancement can last approximately 1 - 2 months, however this has no indication on disease progression. ",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,234
TRUE,This patient has bilateral asymmetric upper extremity weakness. MR shows incomplete ring enhancement at C6-C7. What is the likely process causing this patient's myelopathy?,0100.png,,,Open or incomplete ring enhancement is more often associated with a demyelinating process compared to complete ring enhancement which is more commonly seen in infection or tumors. This was a short small lesion and the patient was diagnosed with multiple sclerosis.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,235
TRUE,What demyelinating process is most compatible with this MR findings?,0101.png,,,"There are multiple short-segment foci with T2
hyperintensity and enhancement. These findings are consistent with multiple sclerosis.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,236
TRUE,Patients with neuromyelitis optica spectrum disorder can sometimes develop T2 hyperintense brain lesions. Where are these brain lesions commonly located?,0102.png,"Diagnostic Imaging: Spine (4th Edition), page 649.
",,"The typical distribution of brain lesions in neuromyelitis optica include the periependymal regions surrounding the 3rd and 4th ventricles, cerebral aqueduct, and medulla.",0103.png,"Diagnostic Imaging: Spine (4th Edition), page 649.",,Neuroradiology,Spine,spine inflammatory,,TRUE,237
FALSE,What is the relationship between acute disseminated encephalomyelitis (ADEM) and Myelin Oligodendrocyte Glycoprotein Autoantibody Myelitis (MOGAD).,,,,"This patient has a history of cancer and prior radiation therapy presents with bilateral uppper extremity weakness and sensory loss along a C5 - C7 distribution. Based on the single sagital T2-fat suppressed, what is the likely cause of their myelitis?",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,238
FALSE,Is adult or child acute disseminated encephalomyelitis (ADEM) more likely to be MOG-IG positive?,,,,"Children are more likely to have ADEM with MOG-IG antibodies (up to 50%), compared to adults (around 10 - 20%).",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,239
FALSE,What is most likely presentation of MOGAD in adults?,,,,Optic neuritis alone. Sometimes myelitis is also present. ADEM is rare in adults.,,,,Neuroradiology,Spine,spine inflammatory,,TRUE,240
FALSE,Is optic neuritis in MOGAD typically bilateral or unilateral?,,,,"The optic neuritis in MOGAD is typically bilateral, compared to MS which is typically unilateral.",,,,Neuroradiology,Spine,spine inflammatory,,TRUE,241
